Location,Rural/Urban,School Category ,School Management,Primary (I-V),Secondary (IX-X),Higher Secondary (XI-XII)
BAGALKOT,Urban ,UPS (VI-VIII) ,Private Unaided (Recognized),0,0,0
BAGALKOT,Rural, HSS (VI-XII),Tribal Welfare Department,0,153,0
BAGALKOT,Urban , HSS (VI-XII),Tribal Welfare Department,0,231,160
BAGALKOT,Urban ,HSS (XI-XII),Tribal Welfare Department,0,0,229
BAGALKOT,Rural,PS (I-V) ,Tribal Welfare Department,122,0,0
BAGALKOT,Urban ,PS (I-V) ,Tribal Welfare Department,203,0,0
BAGALKOT,Rural,SS (VI-X),Tribal Welfare Department,0,1734,0
BAGALKOT,Urban ,SS (VI-X),Tribal Welfare Department,0,1529,0
BAGALKOT,Rural,UPS (VI-VIII) ,Tribal Welfare Department,0,0,0
BALLARI,Rural,HSS (XI-XII),Department of Education,0,0,1365
BALLARI,Urban ,HSS (XI-XII),Department of Education,0,0,7182
BALLARI,Rural,PS (I-V) ,Department of Education,9503,0,0
BALLARI,Urban ,PS (I-V) ,Department of Education,2503,0,0
BALLARI,Rural, SS (I-X) ,Department of Education,6484,3632,0
BALLARI,Rural,SS (IX-X),Department of Education,0,12484,0
BALLARI,Urban ,SS (IX-X),Department of Education,0,5932,0
BALLARI,Rural,SS (VI-X),Department of Education,0,313,0
BALLARI,Urban ,SS (VI-X),Department of Education,0,152,0
BALLARI,Rural,UPS (I-VIII) ,Department of Education,38782,0,0
BALLARI,Urban ,UPS (I-VIII) ,Department of Education,12158,0,0
BALLARI,Rural,UPS (VI-VIII) ,Department of Education,0,0,0
BALLARI,Urban ,UPS (VI-VIII) ,Department of Education,0,0,0
BALLARI,Urban ,HSS (XI-XII),Government Aided,0,0,3435
BALLARI,Rural,SS (IX-X),Government Aided,0,1557,0
BALLARI,Urban ,SS (IX-X),Government Aided,0,4522,0
BALLARI,Urban ,SS (VI-X),Government Aided,0,664,0
BALLARI,Rural,UPS (I-VIII) ,Government Aided,1538,0,0
BALLARI,Urban ,UPS (I-VIII) ,Government Aided,5009,0,0
BALLARI,Rural, SS (I-X) ,Kendriya Vidyalaya / Central School,542,140,0
BALLARI,Urban , SS (I-X) ,Kendriya Vidyalaya / Central School,403,179,0
BALLARI,Urban ,SS (IX-X),Other Govt. managed schools,0,94,0
BALLARI,Urban ,UPS (VI-VIII) ,Other Govt. managed schools,0,0,0
BALLARI,Rural,HSS (I-XII),Private Unaided (Recognized),1888,455,282
BALLARI,Urban ,HSS (I-XII),Private Unaided (Recognized),728,374,57
BALLARI,Rural,HSS (IX-XII),Private Unaided (Recognized),0,35,109
BALLARI,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,2392
BALLARI,Urban ,HSS (XI-XII),Private Unaided (Recognized),0,0,11088
BALLARI,Rural,PS (I-V) ,Private Unaided (Recognized),3801,0,0
BALLARI,Urban ,PS (I-V) ,Private Unaided (Recognized),3298,0,0
BALLARI,Rural, SS (I-X) ,Private Unaided (Recognized),6985,2939,0
BALLARI,Urban , SS (I-X) ,Private Unaided (Recognized),22203,9589,0
BALLARI,Rural,SS (IX-X),Private Unaided (Recognized),0,716,0
BALLARI,Urban ,SS (IX-X),Private Unaided (Recognized),0,3055,0
BALLARI,Rural,SS (VI-X),Private Unaided (Recognized),0,18,0
BALLARI,Rural,UPS (I-VIII) ,Private Unaided (Recognized),10636,0,0
BALLARI,Urban ,UPS (I-VIII) ,Private Unaided (Recognized),13325,0,0
BALLARI,Rural,UPS (VI-VIII) ,Private Unaided (Recognized),0,0,0
BALLARI,Urban ,HSS (XI-XII),Social welfare Department,0,0,60
BALLARI,Rural,PS (I-V) ,Social welfare Department,125,0,0
BALLARI,Urban ,PS (I-V) ,Social welfare Department,219,0,0
BALLARI,Rural,SS (VI-X),Social welfare Department,0,1798,0
BALLARI,Urban ,SS (VI-X),Social welfare Department,0,91,0
BALLARI,Urban ,UPS (I-VIII) ,Social welfare Department,25,0,0
BALLARI,Rural,UPS (VI-VIII) ,Social welfare Department,0,0,0
BELAGAVI,Urban ,HSS (IX-XII),Department of Education,0,163,0
BELAGAVI,Rural,HSS (XI-XII),Department of Education,0,0,3301
BELAGAVI,Urban ,HSS (XI-XII),Department of Education,0,0,7459
BELAGAVI,Rural,PS (I-V) ,Department of Education,18173,0,0
BELAGAVI,Urban ,PS (I-V) ,Department of Education,2043,0,0
BELAGAVI,Rural, SS (I-X) ,Department of Education,1396,852,0
BELAGAVI,Rural,SS (IX-X),Department of Education,0,16481,0
BELAGAVI,Urban ,SS (IX-X),Department of Education,0,3520,0
BELAGAVI,Rural,SS (VI-X),Department of Education,0,139,0
BELAGAVI,Urban ,SS (VI-X),Department of Education,0,123,0
BELAGAVI,Rural,UPS (I-VIII) ,Department of Education,89302,0,0
BELAGAVI,Urban ,UPS (I-VIII) ,Department of Education,14955,0,0
BELAGAVI,Rural,UPS (VI-VIII) ,Department of Education,0,0,0
BELAGAVI,Urban ,UPS (VI-VIII) ,Department of Education,0,0,0
BELAGAVI,Rural,HSS (IX-XII),Government Aided,0,274,107
BELAGAVI,Urban ,HSS (IX-XII),Government Aided,0,455,157
BELAGAVI,Urban , HSS (VI-XII),Government Aided,0,347,0
BELAGAVI,Rural,HSS (XI-XII),Government Aided,0,0,3052
BELAGAVI,Urban ,HSS (XI-XII),Government Aided,0,0,12286
BELAGAVI,Rural,PS (I-V) ,Government Aided,651,0,0
BELAGAVI,Urban ,PS (I-V) ,Government Aided,140,0,0
BELAGAVI,Rural, SS (I-X) ,Government Aided,275,58,0
BELAGAVI,Urban , SS (I-X) ,Government Aided,3,580,0
BELAGAVI,Rural,SS (IX-X),Government Aided,0,19922,0
BELAGAVI,Urban ,SS (IX-X),Government Aided,0,7476,0
BELAGAVI,Rural,SS (VI-X),Government Aided,0,683,0
BELAGAVI,Urban ,SS (VI-X),Government Aided,0,2812,0
BELAGAVI,Rural,UPS (I-VIII) ,Government Aided,6688,0,0
BELAGAVI,Urban ,UPS (I-VIII) ,Government Aided,3835,0,0
BELAGAVI,Rural,UPS (VI-VIII) ,Government Aided,0,0,0
BELAGAVI,Urban ,UPS (VI-VIII) ,Government Aided,0,0,0
BELAGAVI,Rural,HSS (I-XII),Kendriya Vidyalaya / Central School,710,270,182
BELAGAVI,Urban ,HSS (I-XII),Kendriya Vidyalaya / Central School,1234,557,0
BELAGAVI,Rural, SS (I-X) ,Kendriya Vidyalaya / Central School,457,100,0
BELAGAVI,Urban ,SS (IX-X),Local body,0,115,0
BELAGAVI,Urban ,SS (VI-X),Local body,0,158,0
BELAGAVI,Urban , HSS (VI-XII),Other Central Govt. Schools,0,118,100
BELAGAVI,Urban , SS (I-X) ,Other Central Govt. Schools,278,195,0
BELAGAVI,Urban ,SS (IX-X),Other Central Govt. Schools,0,186,0
BELAGAVI,Urban ,UPS (I-VIII) ,Other Central Govt. Schools,429,0,0
BELAGAVI,Urban ,SS (IX-X),Other Govt. managed schools,0,32,0
BELAGAVI,Rural,SS (VI-X),Other Govt. managed schools,0,175,0
BELAGAVI,Urban ,SS (VI-X),Other Govt. managed schools,0,0,0
BELAGAVI,Urban ,UPS (I-VIII) ,Other Govt. managed schools,25,0,0
BELAGAVI,Rural,UPS (VI-VIII) ,Other Govt. managed schools,0,0,0
BELAGAVI,Urban ,UPS (VI-VIII) ,Other Govt. managed schools,0,0,0
BELAGAVI,Rural,HSS (I-XII),Private Unaided (Recognized),1188,475,0
BELAGAVI,Urban ,HSS (I-XII),Private Unaided (Recognized),789,193,0
BELAGAVI,Rural, HSS (VI-XII),Private Unaided (Recognized),0,303,0
BELAGAVI,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,5338
BELAGAVI,Urban ,HSS (XI-XII),Private Unaided (Recognized),0,0,10548
BELAGAVI,Rural,PS (I-V) ,Private Unaided (Recognized),5894,0,0
BELAGAVI,Urban ,PS (I-V) ,Private Unaided (Recognized),6208,0,0
BELAGAVI,Rural, SS (I-X) ,Private Unaided (Recognized),8181,2609,0
BELAGAVI,Urban , SS (I-X) ,Private Unaided (Recognized),14107,5730,0
BELAGAVI,Rural,SS (IX-X),Private Unaided (Recognized),0,1735,0
BELAGAVI,Urban ,SS (IX-X),Private Unaided (Recognized),0,4093,0
BELAGAVI,Rural,SS (VI-X),Private Unaided (Recognized),0,392,0
BELAGAVI,Urban ,SS (VI-X),Private Unaided (Recognized),0,104,0
BELAGAVI,Rural,UPS (I-VIII) ,Private Unaided (Recognized),10461,0,0
BELAGAVI,Urban ,UPS (I-VIII) ,Private Unaided (Recognized),16523,0,0
BELAGAVI,Rural,UPS (VI-VIII) ,Private Unaided (Recognized),0,0,0
BELAGAVI,Urban ,UPS (VI-VIII) ,Private Unaided (Recognized),0,0,0
BELAGAVI,Rural,PS (I-V) ,Social welfare Department,525,0,0
BELAGAVI,Urban ,PS (I-V) ,Social welfare Department,127,0,0
BELAGAVI,Urban , SS (I-X) ,Social welfare Department,7,23,0
BELAGAVI,Rural,SS (VI-X),Social welfare Department,0,1002,0
BELAGAVI,Urban ,SS (VI-X),Social welfare Department,0,350,0
BELAGAVI,Rural,UPS (VI-VIII) ,Social welfare Department,0,0,0
BELAGAVI CHIKKODI,Rural,HSS (IX-XII),Department of Education,0,4159,3341
BELAGAVI CHIKKODI,Urban ,HSS (IX-XII),Department of Education,0,361,0
BELAGAVI CHIKKODI,Urban , HSS (VI-XII),Department of Education,0,624,1761
BELAGAVI CHIKKODI,Rural,HSS (XI-XII),Department of Education,0,0,2203
BELAGAVI CHIKKODI,Urban ,HSS (XI-XII),Department of Education,0,0,2538
BELAGAVI CHIKKODI,Rural,PS (I-V) ,Department of Education,23444,0,0
BELAGAVI CHIKKODI,Urban ,PS (I-V) ,Department of Education,4139,0,0
BELAGAVI CHIKKODI,Rural, SS (I-X) ,Department of Education,7254,5169,0
BELAGAVI CHIKKODI,Urban , SS (I-X) ,Department of Education,143,510,0
BELAGAVI CHIKKODI,Rural,SS (IX-X),Department of Education,0,22850,0
BELAGAVI CHIKKODI,Urban ,SS (IX-X),Department of Education,0,3678,0
BELAGAVI CHIKKODI,Rural,SS (VI-X),Department of Education,0,301,0
BELAGAVI CHIKKODI,Rural,UPS (I-VIII) ,Department of Education,96307,0,0
BELAGAVI CHIKKODI,Urban ,UPS (I-VIII) ,Department of Education,19014,0,0
BELAGAVI CHIKKODI,Rural,UPS (VI-VIII) ,Department of Education,0,0,0
BELAGAVI CHIKKODI,Rural,HSS (IX-XII),Government Aided,0,2313,155
BELAGAVI CHIKKODI,Urban ,HSS (IX-XII),Government Aided,0,840,0
BELAGAVI CHIKKODI,Rural,HSS (XI-XII),Government Aided,0,0,3416
BELAGAVI CHIKKODI,Urban ,HSS (XI-XII),Government Aided,0,0,13875
BELAGAVI CHIKKODI,Rural,PS (I-V) ,Government Aided,588,0,0
BELAGAVI CHIKKODI,Urban ,PS (I-V) ,Government Aided,1819,0,0
BELAGAVI CHIKKODI,Urban , SS (I-X) ,Government Aided,601,293,0
BELAGAVI CHIKKODI,Rural,SS (IX-X),Government Aided,0,19624,0
BELAGAVI CHIKKODI,Urban ,SS (IX-X),Government Aided,0,11387,0
BELAGAVI CHIKKODI,Rural,SS (VI-X),Government Aided,0,338,0
BELAGAVI CHIKKODI,Urban ,SS (VI-X),Government Aided,0,2815,0
BELAGAVI CHIKKODI,Rural,UPS (I-VIII) ,Government Aided,18196,0,0
BELAGAVI CHIKKODI,Urban ,UPS (I-VIII) ,Government Aided,11952,0,0
BELAGAVI CHIKKODI,Rural,UPS (VI-VIII) ,Government Aided,0,0,0
BELAGAVI CHIKKODI,Urban ,UPS (VI-VIII) ,Government Aided,0,0,0
BELAGAVI CHIKKODI,Rural, HSS (VI-XII),Jawahar Navodaya Vidyalaya ,0,159,79
BELAGAVI CHIKKODI,Urban ,PS (I-V) ,Kendriya Vidyalaya / Central School,169,0,0
BELAGAVI CHIKKODI,Urban , SS (I-X) ,Kendriya Vidyalaya / Central School,425,144,0
BELAGAVI CHIKKODI,Urban ,SS (IX-X),Local body,0,87,0
BELAGAVI CHIKKODI,Urban ,SS (VI-X),Other Govt. managed schools,0,0,0
BELAGAVI CHIKKODI,Rural,HSS (I-XII),Private Unaided (Recognized),55,86,0
BELAGAVI CHIKKODI,Urban ,HSS (I-XII),Private Unaided (Recognized),853,198,0
BELAGAVI CHIKKODI,Rural,HSS (IX-XII),Private Unaided (Recognized),0,76,0
BELAGAVI CHIKKODI,Urban ,HSS (IX-XII),Private Unaided (Recognized),0,54,0
BELAGAVI CHIKKODI,Rural, HSS (VI-XII),Private Unaided (Recognized),0,387,0
BELAGAVI CHIKKODI,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,9486
BELAGAVI CHIKKODI,Urban ,HSS (XI-XII),Private Unaided (Recognized),0,0,13483
BELAGAVI CHIKKODI,Rural,PS (I-V) ,Private Unaided (Recognized),9101,0,0
BELAGAVI CHIKKODI,Urban ,PS (I-V) ,Private Unaided (Recognized),5062,0,0
BELAGAVI CHIKKODI,Rural, SS (I-X) ,Private Unaided (Recognized),7062,2343,0
BELAGAVI CHIKKODI,Urban , SS (I-X) ,Private Unaided (Recognized),14043,5086,0
BELAGAVI CHIKKODI,Rural,SS (IX-X),Private Unaided (Recognized),0,5717,0
BELAGAVI CHIKKODI,Urban ,SS (IX-X),Private Unaided (Recognized),0,6251,0
BELAGAVI CHIKKODI,Rural,SS (VI-X),Private Unaided (Recognized),0,15,0
BELAGAVI CHIKKODI,Urban ,SS (VI-X),Private Unaided (Recognized),0,262,0
BELAGAVI CHIKKODI,Rural,UPS (I-VIII) ,Private Unaided (Recognized),26600,0,0
BELAGAVI CHIKKODI,Urban ,UPS (I-VIII) ,Private Unaided (Recognized),17109,0,0
BELAGAVI CHIKKODI,Rural,UPS (VI-VIII) ,Private Unaided (Recognized),0,0,0
BELAGAVI CHIKKODI,Urban ,UPS (VI-VIII) ,Private Unaided (Recognized),0,0,0
BELAGAVI CHIKKODI,Rural, HSS (VI-XII),Social welfare Department,0,109,0
BELAGAVI CHIKKODI,Rural,HSS (XI-XII),Social welfare Department,0,0,80
BELAGAVI CHIKKODI,Urban ,HSS (XI-XII),Social welfare Department,0,0,184
BELAGAVI CHIKKODI,Rural,SS (VI-X),Social welfare Department,0,724,0
BELAGAVI CHIKKODI,Urban ,SS (VI-X),Social welfare Department,0,444,0
BELAGAVI CHIKKODI,Rural, HSS (VI-XII),Tribal Welfare Department,0,124,0
BELAGAVI CHIKKODI,Rural,HSS (XI-XII),Tribal Welfare Department,0,0,116
BELAGAVI CHIKKODI,Rural,PS (I-V) ,Tribal Welfare Department,71,0,0
BELAGAVI CHIKKODI,Urban ,PS (I-V) ,Tribal Welfare Department,228,0,0
BELAGAVI CHIKKODI,Rural,SS (VI-X),Tribal Welfare Department,0,1959,0
BELAGAVI CHIKKODI,Urban ,SS (VI-X),Tribal Welfare Department,0,1029,0
BENGALURU RURAL,Rural,HSS (IX-XII),Department of Education,0,1211,655
BENGALURU RURAL,Urban ,HSS (IX-XII),Department of Education,0,1692,1259
BENGALURU RURAL,Rural,HSS (XI-XII),Department of Education,0,0,937
BENGALURU RURAL,Urban ,HSS (XI-XII),Department of Education,0,0,2886
BENGALURU RURAL,Rural,PS (I-V) ,Department of Education,11689,0,0
BENGALURU RURAL,Urban ,PS (I-V) ,Department of Education,1134,0,0
BENGALURU RURAL,Rural, SS (I-X) ,Department of Education,620,546,0
BENGALURU RURAL,Rural,SS (IX-X),Department of Education,0,4720,0
BENGALURU RURAL,Urban ,SS (IX-X),Department of Education,0,1696,0
BENGALURU RURAL,Rural,UPS (I-VIII) ,Department of Education,17254,0,0
BENGALURU RURAL,Urban ,UPS (I-VIII) ,Department of Education,4169,0,0
BENGALURU RURAL,Urban ,UPS (VI-VIII) ,Department of Education,0,0,0
BENGALURU RURAL,Rural,HSS (IX-XII),Government Aided,0,159,0
BENGALURU RURAL,Rural,HSS (XI-XII),Government Aided,0,0,300
BENGALURU RURAL,Urban ,HSS (XI-XII),Government Aided,0,0,1817
BENGALURU RURAL,Rural,SS (IX-X),Government Aided,0,4041,0
BENGALURU RURAL,Urban ,SS (IX-X),Government Aided,0,1626,0
BENGALURU RURAL,Rural,UPS (I-VIII) ,Government Aided,752,0,0
BENGALURU RURAL,Urban ,UPS (I-VIII) ,Government Aided,1225,0,0
BENGALURU RURAL,Rural, HSS (VI-XII),Jawahar Navodaya Vidyalaya ,0,164,0
BENGALURU RURAL,Rural,HSS (I-XII),Private Unaided (Recognized),2081,825,690
BENGALURU RURAL,Urban ,HSS (I-XII),Private Unaided (Recognized),997,282,9
BENGALURU RURAL,Urban ,HSS (IX-XII),Private Unaided (Recognized),0,0,310
BENGALURU RURAL,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,2403
BENGALURU RURAL,Urban ,HSS (XI-XII),Private Unaided (Recognized),0,0,7124
BENGALURU RURAL,Rural,PS (I-V) ,Private Unaided (Recognized),276,0,0
BENGALURU RURAL,Urban ,PS (I-V) ,Private Unaided (Recognized),178,0,0
BENGALURU RURAL,Rural, SS (I-X) ,Private Unaided (Recognized),15988,5838,0
BENGALURU RURAL,Urban , SS (I-X) ,Private Unaided (Recognized),14370,5885,0
BENGALURU RURAL,Rural,SS (IX-X),Private Unaided (Recognized),0,539,0
BENGALURU RURAL,Urban ,SS (IX-X),Private Unaided (Recognized),0,798,0
BENGALURU RURAL,Rural,UPS (I-VIII) ,Private Unaided (Recognized),7073,0,0
BENGALURU RURAL,Urban ,UPS (I-VIII) ,Private Unaided (Recognized),2910,0,0
BENGALURU RURAL,Rural,SS (VI-X),Social welfare Department,0,582,0
BENGALURU RURAL,Urban ,SS (VI-X),Social welfare Department,0,151,0
BENGALURU RURAL,Rural, HSS (VI-XII),Tribal Welfare Department,0,75,139
BENGALURU RURAL,Rural,HSS (XI-XII),Tribal Welfare Department,0,0,153
BENGALURU RURAL,Rural,SS (VI-X),Tribal Welfare Department,0,352,0
BENGALURU RURAL,Urban ,SS (VI-X),Tribal Welfare Department,0,33,0
BENGALURU U NORTH,Urban ,HSS (IX-XII),Department of Education,0,1789,9216
BENGALURU U NORTH,Rural,HSS (XI-XII),Department of Education,0,0,521
BENGALURU U NORTH,Urban ,HSS (XI-XII),Department of Education,0,0,5242
BENGALURU U NORTH,Rural,PS (I-V) ,Department of Education,5299,0,0
BENGALURU U NORTH,Urban ,PS (I-V) ,Department of Education,4496,0,0
BENGALURU U NORTH,Rural, SS (I-X) ,Department of Education,457,271,0
BENGALURU U NORTH,Urban , SS (I-X) ,Department of Education,1270,680,0
BENGALURU U NORTH,Rural,SS (IX-X),Department of Education,0,3838,0
BENGALURU U NORTH,Urban ,SS (IX-X),Department of Education,0,5189,0
BENGALURU U NORTH,Rural,UPS (I-VIII) ,Department of Education,12071,0,0
BENGALURU U NORTH,Urban ,UPS (I-VIII) ,Department of Education,26669,0,0
BENGALURU U NORTH,Urban ,HSS (IX-XII),Government Aided,0,142,0
BENGALURU U NORTH,Rural,HSS (XI-XII),Government Aided,0,0,261
BENGALURU U NORTH,Urban ,HSS (XI-XII),Government Aided,0,0,7525
BENGALURU U NORTH,Rural,PS (I-V) ,Government Aided,121,0,0
BENGALURU U NORTH,Urban ,PS (I-V) ,Government Aided,173,0,0
BENGALURU U NORTH,Urban , SS (I-X) ,Government Aided,627,392,0
BENGALURU U NORTH,Rural,SS (IX-X),Government Aided,0,1831,0
BENGALURU U NORTH,Urban ,SS (IX-X),Government Aided,0,13340,0
BENGALURU U NORTH,Urban ,SS (VI-X),Government Aided,0,72,0
BENGALURU U NORTH,Rural,UPS (I-VIII) ,Government Aided,463,0,0
BENGALURU U NORTH,Urban ,UPS (I-VIII) ,Government Aided,14801,0,0
BENGALURU U NORTH,Rural, HSS (VI-XII),Jawahar Navodaya Vidyalaya ,0,158,0
BENGALURU U NORTH,Urban ,HSS (I-XII),Kendriya Vidyalaya / Central School,8199,3214,1332
BENGALURU U NORTH,Rural, SS (I-X) ,Kendriya Vidyalaya / Central School,811,304,0
BENGALURU U NORTH,Urban , SS (I-X) ,Kendriya Vidyalaya / Central School,1140,426,0
BENGALURU U NORTH,Urban ,UPS (I-VIII) ,Kendriya Vidyalaya / Central School,224,0,0
BENGALURU U NORTH,Urban ,HSS (IX-XII),Local body,0,748,279
BENGALURU U NORTH,Urban ,HSS (XI-XII),Local body,0,0,2631
BENGALURU U NORTH,Urban ,SS (IX-X),Local body,0,1277,0
BENGALURU U NORTH,Urban ,UPS (I-VIII) ,Local body,809,0,0
BENGALURU U NORTH,Rural,SS (IX-X),Other Govt. managed schools,0,77,0
BENGALURU U NORTH,Urban ,SS (VI-X),Other Govt. managed schools,0,0,0
BENGALURU U NORTH,Urban ,UPS (VI-VIII) ,Other Govt. managed schools,0,0,0
BENGALURU U NORTH,Rural,HSS (I-XII),Private Unaided (Recognized),9575,3737,252
BENGALURU U NORTH,Urban ,HSS (I-XII),Private Unaided (Recognized),28333,10499,2857
BENGALURU U NORTH,Urban ,HSS (IX-XII),Private Unaided (Recognized),0,161,91
BENGALURU U NORTH,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,9443
BENGALURU U NORTH,Urban ,HSS (XI-XII),Private Unaided (Recognized),0,0,52962
BENGALURU U NORTH,Rural,PS (I-V) ,Private Unaided (Recognized),1159,0,0
BENGALURU U NORTH,Urban ,PS (I-V) ,Private Unaided (Recognized),2837,0,0
BENGALURU U NORTH,Rural, SS (I-X) ,Private Unaided (Recognized),35156,11914,0
BENGALURU U NORTH,Urban , SS (I-X) ,Private Unaided (Recognized),151161,55177,0
BENGALURU U NORTH,Rural,SS (IX-X),Private Unaided (Recognized),0,135,0
BENGALURU U NORTH,Urban ,SS (IX-X),Private Unaided (Recognized),0,5562,0
BENGALURU U NORTH,Urban ,SS (VI-X),Private Unaided (Recognized),0,38,0
BENGALURU U NORTH,Rural,UPS (I-VIII) ,Private Unaided (Recognized),8080,0,0
BENGALURU U NORTH,Urban ,UPS (I-VIII) ,Private Unaided (Recognized),39240,0,0
BENGALURU U NORTH,Rural,UPS (VI-VIII) ,Private Unaided (Recognized),0,0,0
BENGALURU U NORTH,Urban ,UPS (VI-VIII) ,Private Unaided (Recognized),0,0,0
BENGALURU U NORTH,Urban ,PS (I-V) ,Social welfare Department,53,0,0
BENGALURU U NORTH,Rural,HSS (XI-XII),Tribal Welfare Department,0,0,159
BENGALURU U NORTH,Rural,SS (VI-X),Tribal Welfare Department,0,93,0
BENGALURU U SOUTH,Rural,HSS (IX-XII),Department of Education,0,341,0
BENGALURU U SOUTH,Urban ,HSS (IX-XII),Department of Education,0,2821,4672
BENGALURU U SOUTH,Rural,HSS (XI-XII),Department of Education,0,0,526
BENGALURU U SOUTH,Urban ,HSS (XI-XII),Department of Education,0,0,3591
BENGALURU U SOUTH,Rural,PS (I-V) ,Department of Education,6816,0,0
BENGALURU U SOUTH,Urban ,PS (I-V) ,Department of Education,8673,0,0
BENGALURU U SOUTH,Rural, SS (I-X) ,Department of Education,76,78,0
BENGALURU U SOUTH,Urban , SS (I-X) ,Department of Education,1741,1136,0
BENGALURU U SOUTH,Rural,SS (IX-X),Department of Education,0,2537,0
BENGALURU U SOUTH,Urban ,SS (IX-X),Department of Education,0,8923,0
BENGALURU U SOUTH,Rural,UPS (I-VIII) ,Department of Education,14180,0,0
BENGALURU U SOUTH,Urban ,UPS (I-VIII) ,Department of Education,44345,0,0
BENGALURU U SOUTH,Rural,HSS (IX-XII),Government Aided,0,730,0
BENGALURU U SOUTH,Urban ,HSS (IX-XII),Government Aided,0,1854,1578
BENGALURU U SOUTH,Urban ,HSS (XI-XII),Government Aided,0,0,5111
BENGALURU U SOUTH,Urban ,PS (I-V) ,Government Aided,745,0,0
BENGALURU U SOUTH,Urban , SS (I-X) ,Government Aided,71,61,0
BENGALURU U SOUTH,Rural,SS (IX-X),Government Aided,0,1256,0
